id,book_name,book_publisher,book_author,book_description,book_desc,book_position,dewy_tenth,col_8,book_seriesno,book_seriesname,book_col11,book_access,book_creator,deleted_at,created_at,updated_at
491,شهداء نجران,مطبعة-دير البراموس *رقم الايداع 1997-2515,اعداد- راهب من دير البرموس - مراجعه-نيافة الانبا ارسانيوس,يحتوى على تاريخ نجران وقصة شهداء نجران وموقع نجران واضطهاد المسيحين فى نجران ودراسة فى اضطهاد اليهود للمسيحيين فى شبة الجزيرة العربية ,تراجم سير قديسين,ر7-ك52,,,,  ,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
492,شهداء العهد القديم الكنيسة الجامعة من الختان والغرلة,مطبعة-النوبار-العبور- طبعة اولى اغسطس2011*رقم الايداع 2011-15208,المؤلف -الانبا مكاريوس الاسقف العام بالمنيا ,يحتوى على قديسون ونساك وسواح ومعترفون وشهداء تابعين تاريخيا لزمن العهد القديم ولكنهم شهود وشهداء لله ايضا,تراجم سير قديسين,ر7-ك85,,,,,سعره4,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
493,شمعة مضيئة فى تاريخ كنيستنا القبطية ,مطبعة-مكتب النسر للطباعة*رقم الايداع1997-11374,المؤلف-لجنة اليوبيل مطرانية دمياط وكفر الشيخ والبرارى ودير القديسة دميانه,يحتوى على نبذه وخدمات وصور والكلمات والقصائد التى قيلت فى مناسبه اليوبيل الفضى 25 سنه لسيامة نيافة الانبا بيشوى مطران كرسى دمياط وكفر الشيخ وبرارى بلقاس ودير القديسه دميانه وسكرتير المجمع المقدس,تراجم مطارنة واساقفة,ر8-ك49   ,,,,,سعره 16,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
494,شمعة لاتنطفئ على مر الاجيال ,مطبعة- كينج - طبعة ثالثة *رقم الايداع 2012-23091,اصدار -دير القديس العظيم الانبا بيشوى ,يحتوى على يتناول حياة وسيرة مثلث الرحمات قداسة البابا شنودة الثالث بابا الاسكندرية وبطريرك الكرازة المرقسيةال117 ونجد فى الكتاب كلمه من غالبية اساقفةومطارنة المجمع المقدس وما عن نياحة هذا القديس البابا شنودة كما تضمن الكتاب فى نهايتة معجزات هذا البطرك العظيم,تراجم البابا شنودة,ر4-ك8,,978-977-6408-07-4,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
495,شفاء للمرضى مع باقة عطره من سير قديسين اطباء,مطبعة -دير الشهيد العظيم مارمينا العجائبى بمريوط -   طبعة اولى * الايداع 5606-2014,اعداد-راهب من دير القديس العظيم الانبا بيشوى,يحتوى على لماذا لايستجيب الله لصلواتنا ؟ شروط استجابة الصلاة تميز المسيح بكونه الطبيب الاعظم - بين الايمان والايحاء السيكولوجى - لماذا المرض - يتساءل البعض لماذا يسمح الله بمرض ابنائه المخلصين له المؤمنين به ؟- الشفاء من المرض - دروس مستفادة من المرض ...بركات المرض بين المعجزة والايمان - هل المعجزة علامة للقداسة وصحة الايمان ؟واجبات المريض عند اتمام سر مسحة المرضى - ايات من الكتاب المقدس عن الطب بالتفسير - سلسلة من سير القديسين الاطباء - لمحة تاريخية عن الدكتور مجدى يعقوب ,تراجم سير قديسين,ر7-ك44,,978-977-6191-06-8,,,سعره 6,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
496,شريعة الرحمن,مطبعة -مكتب باسم للطباعة والكمبيوتر*رقم الايداع 13060-2012,الكاتب-ا.سعدالله ذكرى,يحتوى على (  المصدر الوحيد لكل قوانين حقوق الانسان والدستور والتشريع العادل ووثيقة الاعلان العالمى 1948 بالنص والبيان ) غلاف الكتاب مكتوب علية اقرا..جديد فى جديد لاول مرة فى تارخ الكتاب الله الحق الماواه العدل عدلك عدل الى الدهر وشريعتك حق شريعة الرحمن المصدر الوحيد لقوانين حقوقو الانسان والتشريع العادل ووثيقة الاعلان العالمى1948 بالنص والبيان على القانون الالهى لحظ حقوق الانسان والقانون والقانون الالهى الملزم والتطبيقة للحريات والحقوق المشروعه والحريات ومن الحقوق تناول حق الانسان-الحياة-الكرامة-المساوه-جنسية ثانية-الملكية والارث-حق الفقراء فى المساعد-حق الرؤساء والقاضة بالدولة فى الكرامة-حق العاملين فى اجروهم- حق الانسان فى الدفاع عن النفس-المواطنه التتعويض-حق المرضى والمساجين فى العناية والرعاية-قانون حقوق المراة-واسس الجياة الزوجية الكريمة والله وقوانين العقوبات وقانون الحياة والموت وموضوعات هامة اخرى,القوانين والقرارت المجمعية,ر26-ك19- يمين,,978-977-716-894-6,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
497,شرح حال الكنيسة بالايجاز,طبعة1841م,ناقص,يحتوى على تاريخ الكنيسة منذ حلول الروح القدس (سنة33 الى سنة1835م )وهو مقسم الى اربعة فصول الفصل الاول من( سنة 33م الى 324م )والثاني من (سنة325م الى 1073م )والثالث من (سنة1073م الى 1517م ) والرابع من (سنة 1517م الى 1835م )متناولا تاريخ الكنيسة للطوائف كلها خلال تلك الفترة وتواريخ المبشرين  فى هذة المدة والاصلاح بالكثير من الدول كالنمسا وسويتزرلند وانكلترا والعديد من الدول الاخرى والتى نالها اصلاح دينى ,مذاهب وطوائف متنوعة,ر27-ك5,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
498,ستالين ( سفاح القرن العشرين),مطبعة-العبور الحديثة- القاهرة * رقم الايداع1563-2014,دكتور-ايمن ابو الروس,يحتوى على حياة ستالين الطاغية الذى حصد ارواح 20مليون مواطن روسى ونشرة لافكاره الشيوعية المسمومه واثارة الفتن بين الشعوب ويتطرق الكتاب الى الاجابة عن لماذا غدر هتلر بستالين وكيف خرج ستالين منتصرا من الحرب العالمية الثانية واختفاء زوجته وطبيبه ومذابح الكرملين اليهود وتطرق الكتاب لشخصيات وراؤها حكايات مثيرة مثل راسبوستين و ماركس ولينين وتروتسكى,تراجم ادباء وفنانين وعلماء وزعماء حول العالم,ر49-ك5,923247,978-977-447-049-3,,,سعره 15,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
499,شخصيات قبطية صنعت التاريخ,مطبعة- شركة تريكرومى للطباعه *رقم الايداع 1992-3824,اعداد- المهندس الصحفى جرجس حلمى عازر,يحتوى على نبذة تاريخية عن بعض الشخصيات القبطية الشهيرة ،مثل الدكتور جورجى صبحى ،والدكتور نجيب باشا محفوظ والبابا كيرلس السادس ،ومكرم عبيد والبابا شنودة الثالث ،وبابا يونان نخلة الفنان يوسف جريس ،والدكتور صبرى سامى,تراجم علمانيون,ر10-ك50,,977-12-0183-2,,,سعره5,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
500,شخصيات الكتاب المقدس ,مطبعة -الجبلاوى, اعداد-القس لبيب عطية,يحتوى على سيرة حياة العديد من شخصيات الكتاب المقدس مثل قايين+عنى+كالب+نابال+عوبديا+هفيحوشت+رحبعام+يواش+عبد ملك الكوشى+يعبيص+عاموس,تاريخ الكتاب المقدس,ر26-ك16- شمال,,,ج1,,سعره 3,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
501,شخصيات ادبية,مطبعة- الهيئة المصرية العامة للكتاب *رقم الايداع 7483-1997, اعداد-د.احمد هيكل,يحتوى على سيرة وتاريخ كل من حسن توفيق العدل احمد ضيف ومصطفى صادق الرافعى واحمد حسن الزيات وعبد الرحمن شكرى والدكتور محمد حسين هيكل والدكتور طه حسين والعقاد والدكتور عنيمى هلال والدكتور محمد العلائى وعبد الرحمن الشرقاوى وفوزى العنتيل,تراجم ادباء وفنانين وعلماء...مصريين,ر50-ك4,,977-01-5231-5,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
502,شتات اليهود المصرين, مطبعة- دارالشروق - طبعة ثالثة2009 *رقم الايداع2629-2007, اعداد-جوئل بينين- ترجمة د.محمد شكر,يحتوى على الجوانب الثقافية والسياسية لتكوين شتات اليهود المصريين حيث تناول تاريخ اليهود المصريين منذ عام1948 وركز على حياة اليهود الذين بقوا فى مصر منذ1948 حتى العدوان الثلاثى عام 1956 وتطرق الى شتات اليهود المصريين وانتقالهم للولايات المتحدة وفرنسا واسرائيل وتطرق ايضا الى ذكريات اليهود المصريين عن حياتهم فى مصر منذ زيارة الرئيس السادات للقدس 1977م,مصر,ر59-ك13,,977-09-1955-1,,,سعره80,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
503,شارلى شابلن,مطبعة- سما للنشر والتوزيع- طبعة اولى يناير2016*رقم الايداع2236-2016,تأليف-اشرف بيدس,يحتوى على السيرة الذاتية للفنان شارلى شابلن والذى اضحك الملايين (يوجد ملحق به صور بنهاية الكتاب),تراجم ادباء وفنانين وعلماء وزعماء حول العالم,ر49-ك2,927.92,978-977-781-065-4,,,سعره 60,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
504,شارع المعزلدين الله الشارع الاعظم,ناقص,ناقص,يحتوى على تقديم لشارع المعز لدين الله من ناحية تاريخية واهم التجارب المقدمة للحفاظ على شارع المعز والتى تمت من خلال مشروع القاهرة التاريخية والمجلس الاعلى للاثار ووزارة الثقافة كما تطرق الكتاب الى تقديم شارع المعز عبر العصور التاريخية وتطرق الكتاب الى الفاطميون وبناء القاهرة وموقع وحدود مدينة القاهرة والمكتبات ودار الحكمة والعلماء والبروتوكولات السياسية ومواكب السلطان وشارع المعز فى العصر الايوبى والمملوكى وتطرق الكتاب الى انه موقع مصر جعلها سوق العالم التجارى واعمال التطورلشارع المعز والعصر العثمانى والانشطه التجارية ومنطقة خان الخليلى وتطرق الى شرح تاريخى عن كل من باب الفتوح وجامع الحاكم وزاوية ابو الخير الكليباتى ومسجد وسبيل وكتاب سليمان اغا السلحدار ومنزل مصطفى جعفر وجامع الاقمر وسبيل وكتاب عبد الرحمن كتخدا وقصر الامير بشتاك وحمام اينال والمدرسة الكاملية ومسجد وخانقاه وقبة السلطان الظاهر برقوق وقبة ومدرسة الناصر محمد بن قلاوون وسبيل محمد على بالنحاسيين ومجموعة السلطان المنصور قلاوون وقبة الصالح نجم الدين ايوب وسبيل وكتاب خسرو باشا ومسجد وسبيل وكتاب الشيخ على المطهر ومدرسة الاشراف برسباى ومدرسة الغورى وسبيل وكتاب ومقعد الغورى وجامع الفكهانى وسبيل محمد على بالعقادين ومسجد المؤيد شيخ وحمام السكرية وسبيل ووكالة نفيسة البيضا وباب زويلة والكتاب يحتوى على مئات الصور القيمة,مناسبات مصرية وعالمية,ر92-ك1,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
